,Primary_Key,DC_Real_Property_ID,Property_Name,Reporting_Year,Report_Status,Address_of_Record,Owner_of_Record,Ward,City,State,Postal_Code,Year_Built,Primary_Property_Type_Self_Selected,Primary_Property_Type_EPA_Calculated,Tax_Record_Floor_Area,Recorded_Building_Gross_Floor_Area,Energy_Star_Score,Site_EUI_KBTU_Ft,Weather_Normalized_Site_EUI_KBTU_Ft,Source_EUI_KBTU_Ft,Weather_Normalized_Source_EUI_KBTU_Ft,Total_GHG_Emissions_Metric_Tons_CO2e,Total_GHG_Emissions_Intensity_Kg_CO2e_Ft,Water_Use_All_Water_Sources_Kgal,Electricity_Use_Grid_Kwh,Natural_Gas_Use_Therms,Latitude,Longitude
3304,PM4357992,0494_0860,475 School st,2014,In Compliance,0475 SCHOOL ST SW,WILLSCHOOL HOLDINGS LLC,6.0,WASHINGTON,DC,20024.0,1968,Office,Office,80612.0,60000.0,45,90.9,91.0,285.5,285.6,730.3,12.2,546.7,1598888.1,,38.8843124,-77.01880844
3306,PM1583329,0299_0833,Portals II,2014,In Compliance,0445 12TH ST SW,PARCEL 49C LIMITED PARTNERSHIP,6.0,WASHINGTON,DC,20024.0,1998,Office,Office,633800.0,643677.0,71,91.6,91.4,287.5,287.1,17666.9,27.4,10653.4,17275320.5,,38.88332587,-77.02884547
3307,PM1043010,0214_0109,1120 Vermont Avenue,2014,In Compliance,1120 VERMONT AV NW,1120 VERMONT AVE ASSOCIATES LLP,2.0,WASHINGTON,DC,20005.0,1981,Office,Office,666961.0,505443.0,91,97.8,97.7,288.4,288.2,6253.2,12.4,7995.9,13164835.1,45215.6654,38.90492406,-77.03295243
3308,PM1605315,0158_0076,NAB,2014,In Compliance,1771 N ST NW,NATIONAL ASSOCIATION  OF BROADCASTERS,2.0,WASHINGTON,DC,20036.0,1968,Office,Office,73315.0,55000.0,38,92.2,90.6,289.4,284.6,678.5,12.3,1526.8,1485466.6,,38.90751925,-77.04130848
3309,PM3323633,0675_0843,820 First Street NE,2014,In Compliance,0820 1ST ST NE,820 FIRST STREET FINANCIAL ASSOCIATES LLC,6.0,WASHINGTON,DC,20002.0,1990,Office,Office,418010.0,298533.0,91,92.2,92.2,289.5,289.5,3684.3,12.3,7367.6,8066271.1,,38.90060991,-77.00781869
3310,PM3997827,0115_0082,"21 Dupont Associates, LLC",2014,In Compliance,0021 DUPONT CIR NW,21 DUPONT ASSOCIATES LLC,2.0,WASHINGTON,DC,20036.0,1971,Office,Office,55818.0,55818.0,24,117.8,117.6,290.1,289.5,708.1,12.7,1324.5,1302965.2,21275.766030000003,38.90882633,-77.04382064
3311,PM1401399,0199_0832,1500 K Street - The Southern Railway Building,2014,In Compliance,1500 K ST NW,1500 K STREET LLC,2.0,WASHINGTON,DC,20005.0,1929,Office,Office,294234.0,293248.0,58,93.2,93.2,292.8,292.8,3660.4,12.5,8995.5,8014057.9,,38.90203462,-77.03508688
3313,PM4000444,1184_0049,3333 K Street NW,2014,In Compliance,3333 K ST NW,FRIENDS OF THE LEGAL SERVICES CORPORATION,2.0,WASHINGTON,DC,20007.0,1989,Office,Office,83956.0,68884.0,25,93.7,93.7,294.3,294.3,864.2,12.5,388846.2,1891979.6,,38.90410306,-77.06734087
3315,PM3994437,5772_1019,Annacostia Professional building,2014,In Compliance,2041 MARTIN LUTHER KING JR AV SE,ANACOSTIA PROFESSIONAL BUILDING REVOCABLE TRUST,8.0,WASHINGTON,DC,20020.0,1957,Office,Office,74967.0,74968.0,26,130.8,130.8,299.0,299.0,877.8,11.7,2532.2,1699580.5,40068.67615,38.86590891,-76.98979134
3316,PM3500776,1199_0053,Canal Square,2014,In Compliance,1054 31ST ST NW,R B ASSOCIATES INC,2.0,WASHINGTON,DC,20007.0,1969,Office,Office,146266.0,98333.0,29,95.6,95.6,300.2,300.2,1258.5,12.8,5044.1,2755311.5,,38.90452694,-77.06166447
3318,PM4929381,1823_0801,Fannie Mae 3900  (222231) SSL: 1823 0801,2014,In Compliance,3900 WISCONSIN AV NW,FEDERAL NATIONAL MORTGAGE ASSOCIATION,3.0,WASHINGTON,DC,20016.0,1958,Office,Office,156672.0,245397.0,33,129.5,129.7,306.4,306.6,3304.1,13.5,8362.5,5864859.1,117738.5298,38.940500799999995,-77.07701306
3319,PM23232,0166_0041,1717 Pennsylvania Avenue,2014,In Compliance,1717 PENNSYLVANIA AV NW,1717 PENNSYLVANIA AVENUE LLC,2.0,WASHINGTON,DC,20006.0,1960,Office,Office,255671.0,200430.0,43,97.7,97.7,306.7,306.7,2620.3,13.1,3773.7,5736926.2,,38.89951956,-77.04038069
3321,PM2590129,1190_0078,1000 Thomas Jefferson Street NW,2014,In Compliance,1000 THOMAS JEFFERSON ST NW,1000 JEFFERSON ASSOCIATES,2.0,WASHINGTON,DC,20007.0,1981,Office,Office,207744.0,154807.0,46,97.9,96.4,307.5,302.8,2029.5,13.1,5654.0,4443390.1,,38.90284297,-77.06062606
3322,PM2840677,0291_0037,1201 Pennsylvania Ave.,2014,In Compliance,1201 PENNSYLVANIA AV NW,1201 LAND LP,2.0,WASHINGTON,DC,20004.0,1980,Office,Office,642329.0,424057.0,34,102.9,102.9,308.3,308.3,5598.3,13.2,15975.4,11903001.6,30424.608760000003,38.89570835,-77.02868335
3324,PM3502542,0628_0891,Capitol Place I,2014,In Compliance,0555 NEW JERSEY AV NW,SHELDON B KAMINS TRUSTEES,6.0,WASHINGTON,DC,20001.0,1984,Office,Office,216300.0,149722.0,35,101.5,101.5,318.9,318.9,2035.2,13.6,2706.3,4455889.0,,38.89705892,-77.01124935
3327,PM1784866,0343_0831,1099 New York Ave.,2014,In Compliance,1099 NEW YORK AV,CSREFI NEW YORK AVENUE WASHINGTON INC,2.0,WASHINGTON,DC,20001.0,2007,Office,Office,210235.0,180806.0,41,103.1,103.0,322.8,322.7,2488.8,13.8,6675.2,5440813.3,694.039366,38.90171655,-77.026671
3328,PM1229780,0248_0069,1300 L Street,2014,In Compliance,1300 L ST NW,AMERICAN POSTAL WORKERS UNION HOLDING CORPORATION,2.0,WASHINGTON,DC,20005.0,1986,Office,Office,117016.0,80640.0,26,103.1,101.4,323.8,318.4,1113.0,13.8,1805.9,2436830.9,,38.90351312,-77.03002548
3329,PM1420813,0101_0058,2000 Pennsylvania Avenue,2014,In Compliance,2000 - 2040 PENNSYLVANIA AV NW,GEORGE WASHINGTON UNIVERSITY,2.0,WASHINGTON,DC,20006.0,1983,Office,Office,480875.0,410060.0,53,107.6,106.6,327.6,324.6,5744.3,14.0,11268.3,12346782.8,19756.19179,38.90035213,-77.04577768
3332,PM1257641,0161_0031,1111,2014,In Compliance,1111 18TH ST,JACK I BENDER & SONS INC,2.0,WASHINGTON,DC,20223.0,1965,Office,Office,110099.0,75234.0,37,111.8,111.7,342.5,342.2,1101.1,14.6,3354.0,2374777.0,3097.539108,38.90441882,-77.04130939
3334,PM1423296,0251_0012,1399 New York Ave NW,2014,In Compliance,1399 NEW  YORK  AV NW,VNO 1399 NEW YORK AVENUE TIC OWNER LLC,2.0,WASHINGTON,DC,20005.0,2001,Office,Office,175784.0,135211.0,38,111.2,111.2,349.2,349.2,2012.7,14.9,3677.7,4406678.3,,38.89990849,-77.03156316
3338,PM1419589,0320_0814,"1120 G Street, NW",2014,In Compliance,1120 G ST NW,RREEF AMERICA REIT II CORP UU,2.0,WASHINGTON,DC,20005.0,1981,Office,Office,180600.0,143997.0,69,127.7,126.5,373.3,370.0,2307.6,16.0,2027.1,4829931.1,19120.10601,38.89801636,-77.02775911
3339,PM3997847,1819_0804,3400 Idaho,2014,In Compliance,3400 IDAHO AV NW,VAUGHN MCLEAN LLC,3.0,WASHINGTON,DC,20016.0,1987,Office,Office,60234.0,60234.0,30,119.5,119.5,375.4,375.4,963.9,16.0,2494.2,2110426.6,,38.93546804,-77.07418123
3340,PM1431417,0140_0907,Verizon Building - 1133 19th St NW,2014,In Compliance,1137 - 1141 19TH ST NW,1137 19TH STREET ASSOCIATES,2.0,WASHINGTON,DC,20036.0,1980,Office,Office,275585.0,206900.0,55,120.9,119.7,379.7,375.7,3349.0,16.2,5017.2,7332254.2,,38.90478566,-77.04291504
3341,PM1707454,0631_0809,51 Louisiana Ave. NW,2014,In Compliance,0051 LOUISIANA AV,51 LINCOLN LLC,6.0,WASHINGTON,DC,20001.0,1936,Office,Office,260352.0,205580.0,35,124.1,124.1,389.6,389.6,3414.2,16.6,5273.4,7474955.8,,38.89392606,-77.01144854
3344,PM1340568,0253_0059,"1331 F Street, NW",2014,In Compliance,1331 F ST NW,EJC 1331 F STREET LLC,2.0,WASHINGTON,DC,20004.0,1989,Office,Office,168668.0,121733.0,55,147.6,147.6,463.3,463.3,2404.6,19.8,4533.6,5264523.1,,38.89764317,-77.03093697
3345,PM3998608,5783_0829,DC Lottery Building,2014,In Compliance,2101 MARTIN LUTHER KING JR AV SE,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,8.0,WASHINGTON,DC,20020.0,1947,Office,Office,84496.0,84496.0,2,359.2,359.2,501.7,501.7,1922.0,22.7,1.7,1475513.7,253167.9498,38.865415899999995,-76.98968531
3350,PM3512115,0288_0060,CO/GLC 11542/1200 H ST NW/WASHINGTON/DC,2014,In Compliance,0730 12TH ST,C & P TELEPHONE COMPANY,2.0,WASHINGTON,DC,20005.0,1928,Office,Office,197259.0,120044.0,1,192.6,192.6,604.7,604.7,3094.5,25.8,7765.0,6774956.1,,38.89942821,-77.02846891
3351,PM3679339,1789_0802,WUSA9,2014,In Compliance,4100 WISCONSIN AV NW,G ECKLES,3.0,WASHINGTON,DC,20016.0,1990,Office,Office,221735.0,85000.0,2,285.4,285.0,633.2,632.0,2383.7,28.0,3215057.7,3975622.2,106905.8799,38.94253208,-77.07754939
3352,PM3511978,3606_0803,CO/GLC WNTRDC/1845 4TH ST NE/WASHINGTON/DC,2014,In Compliance,1845 4TH ST NE,MCI WORLD NETWORK SERVICES INC,5.0,WASHINGTON,DC,20002.0,1925,Office,Office,174056.0,162514.0,1,202.4,202.4,635.4,635.4,4402.3,27.1,4854.0,9638404.8,,38.91506766,-77.00005189
3353,PM3509608,1666_0805,5151 Wisconsin Ave,2014,In Compliance,5151 WISCONSIN AV NW,SATELITE INC,3.0,WASHINGTON,DC,20016.0,1963,Office,Office,108724.0,104325.0,1,254.9,254.9,742.4,742.4,3325.9,31.9,2490.0,6945596.6,28899.20874,38.95670672,-77.08284058
3354,PM4851882,0162_0098,1717 DeSales,2014,In Compliance,1717 DE SALES ST NW,1717 DESALES STREET LP,2.0,WASHINGTON,DC,20036.0,1980,Other - Entertainment/Public Assembly,Office,94968.0,94968.0,1,245.1,245.1,769.5,769.7,3115.5,32.8,3487.7,6820993.7,,38.90496928,-77.03928654
3356,PM3198644,3518_0029,Sirius XM,2014,In Compliance,1500 - 1516 ECKINGTON PL NE,XM 1500 ECKINGTON LLC,5.0,WASHINGTON,DC,20002.0,1905,Office,Office,342904.0,174150.0,1,335.9,335.2,914.5,912.0,6887.2,39.5,2914.8,13719195.3,116909.524,38.91000884,-77.00565269
3359,PM3989117,0775_0828,WVUS DC Office,2014,In Compliance,0901 3RD ST,WORLD VISION PROPERTIES LLC,6.0,WASHINGTON,DC,20002.0,1927,Office,Office,56433.0,56433.0,1,968.7,957.7,3041.8,3007.1,7318.1,129.7,411.4,16022213.1,,38.90160324,-77.00157547
3360,PM1034459,0216_0034,1090 Vermont Avenue NW,2013,In Compliance,1090 VERMONT AV NW,1090 VERMONT AVENUE NW ASSOCIATES,2.0,WASHINGTON,DC,20005.0,1980,Office,Office,229257.0,163045.0,100,0.0,0.0,0.0,0.0,0.0,0.0,3220.7,0.0,,38.90342794,-77.03367752
3361,PM2008147,3700_0045,Marlon Francisco Morales Building,2013,Data Under Review by DOEE,5315 1ST PL NE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),5.0,WASHINGTON,DC,20011.0,2007,Office,Office,,18816.0,100,6.2,6.2,6.8,6.8,6.9,0.4,61.3,897.5966082999998,927.0,38.954172899999996,-77.00421639
3368,PM3504833,1769_0031,"Jemal's Tower, LLC",2013,In Compliance,4001 BRANDYWINE ST NW,JEMAL'S TOWER LLC,3.0,WASHINGTON,DC,20016.0,1952,Office,Office,164868.0,110485.0,100,13.4,13.4,41.9,41.9,186.9,1.7,3025.5,432558.2123,,38.950000200000005,-77.07930174
3369,PM1419693,0106_0048,1800 K Street,2013,In Compliance,1800 K ST NW,"RAR2-1800 K ST NW -DC,INC",2.0,WASHINGTON,DC,20006.0,1971,Office,Office,242109.0,911059.0,100,13.5,13.5,42.4,42.4,1557.0,1.7,5424.5,3603366.15,,38.90208719,-77.04206404
3370,PM2008136,3840_0023,Stone Straw Building,2013,In Compliance,900 FRANKLIN ST NE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),5.0,WASHINGTON,DC,20017.0,1955,Office,Office,68656.0,74239.0,100,40.6,41.5,42.8,43.8,160.8,2.2,359.8,2514.009073,29905.603,38.9258326,-76.99325008
3372,PM3964239,0165_0813,1634 Eye Street,2013,In Compliance,1634 I ST,1634 EYE LLC,2.0,WASHINGTON,DC,20006.0,1961,Office,Office,76697.0,69230.0,100,37.4,38.2,50.2,51.1,164.2,2.4,3194.5,106511.7397,22262.209,38.90108203,-77.03889623
3381,PM1189000,0538_0873,One Independence Square,2013,In Compliance,250 E ST,WELLS REIT/INDEPENDENCE SQARE LLC,6.0,WASHINGTON,DC,20024.0,1991,Office,Office,560150.0,378045.0,100,22.3,22.3,70.1,70.1,1069.0,2.8,1820.4,2474098.38,,38.88293514,-77.01450633
3384,PM4367528,4263_0006,1818 New York Ave.,2013,In Compliance,1818 NEW YORK AV,SANG KWONCHIO,5.0,WASHINGTON,DC,20002.0,1934,Office,Office,89079.0,92500.0,99,26.6,26.6,74.4,74.4,296.7,3.2,560.9,603132.5,3996.535334,38.91778226,-76.97690708
3392,PM2729439,0127_0055,800 17TH ST,2013,In Compliance,0800 17TH ST,VNO 1707 H STREET LLC,2.0,WASHINGTON,DC,20006.0,2010,Office,Office,431570.0,394578.0,98,28.2,28.2,88.5,88.5,1488.0,3.8,4303.7,3257826.5,,38.90062138,-77.03996081
3395,PM3990264,1669_0805,"Amalgamated Transit Union, Intl",2013,In Compliance,5025 WISCONSIN AV NW,AMALGAMATED TRANSIT UNION,3.0,WASHINGTON,DC,20016.0,1982,Office,Office,61217.0,74350.0,92,34.0,34.0,92.6,92.6,282.9,3.8,1176.5,593448.1986,4998.238,38.955602,-77.08276897
3405,PM3511931,0330_0800,HU Service Building,2013,In Compliance,1000 FLORIDA AV NW,HOWARD UNIVERSITY,1.0,WASHINGTON,DC,20001.0,1930,Office,Office,218339.0,218339.0,98,32.3,32.3,101.3,101.3,943.0,4.3,4583.3,2064599.7,,38.91994311,-77.02649015
3420,PM1641990,0126_0852,The Farragut Building,2013,In Compliance,0900 17TH ST NW,GNAREI 1 FARRAGUT LLC,2.0,WASHINGTON,DC,20006.0,1962,Office,Office,200034.0,160153.0,95,41.7,41.6,118.5,118.4,775.6,4.8,763.9,1678792.967,9455.069,38.90162349,-77.03988386
3422,PM3048381,0140_0876,Sasakawa Peace Foundation,2013,In Compliance,1819 L ST NW,SASAKAWA PEACE FOUNDATION,2.0,WASHINGTON,DC,20036.0,1982,Office,Office,70262.0,52873.0,89,38.8,39.1,122.0,122.9,260.1,4.9,598.0,601954.8506,,38.9040208,-77.04244714
3424,PM3306991,0185_0812,"1600K St., NW",2013,In Compliance,1600 K ST NW,1600 CAPITAL ASSOCIATES LLC,2.0,WASHINGTON,DC,20006.0,1950,Office,Office,89511.0,98667.0,67,50.3,50.7,123.5,123.9,508.8,5.2,3416.0,978612.8939,16203.001,38.902202100000004,-77.03686668
3426,PM1873494,0198_0845,The Executive Building,2013,In Compliance,1030 15TH ST,1030 W. 15TH  LLC,2.0,WASHINGTON,DC,20005.0,1963,Office,Office,340022.0,351009.0,88,42.6,42.7,126.3,126.4,1802.0,5.1,2939.6,4015556.253,12605.919,38.90340445,-77.03500291
3434,PM3067027,0163_0051,UFCW Building,2013,In Compliance,1775 K ST NW,DOUGLAS H DORITY,2.0,WASHINGTON,DC,20006.0,1969,Office,Office,214784.0,214784.0,94,45.3,45.2,129.5,129.4,1196.5,5.6,2343.6,2466702.1,13141.96622,38.90286771,-77.04128555
3436,PM2736239,0516_0057,425 EYE,2013,In Compliance,0425 I ST NW,425 EYE STREET NW LP,6.0,WASHINGTON,DC,20001.0,1973,Office,Office,488592.0,399371.0,97,41.7,41.7,130.8,130.8,2107.6,5.3,3595.5,4877623.469,,38.90164665,-77.0169417
3437,PM2701785,0291_0038,1275 Penn Ave NW,2013,In Compliance,0425 13TH ST NW,PENNSYLVANIA BUILDING ASSOCIATES,2.0,WASHINGTON,DC,20004.0,1955,Office,Office,289184.0,238380.0,84,41.7,41.7,131.0,131.0,1259.8,5.3,3589.1,2915697.4469999997,,38.89578129,-77.02921004
3442,PM2951555,0054_0841,2200 Pennsylvania Avenue,2013,In Compliance,2200 PENNSYLVANIA AV,GEORGE WASHINGTON UNIVERSITY,2.0,WASHINGTON,DC,20052.0,2011,Office,Office,499000.0,516218.0,90,43.1,43.1,135.3,135.3,2817.6,5.5,13577.8,6519873.123,,38.90162222,-77.04946731
3443,PM4376211,0197_0080,1101 16th St NW (DC Real Property identifier: 1970080),2013,In Compliance,1101 16TH ST NW,NATIONAL SOFT DRINK ASSOCIATION,2.0,WASHINGTON,DC,20036.0,1970,Office,Office,73594.0,73594.0,83,65.7,64.3,136.9,133.2,450.0,6.1,720.3,700799.9,24461.00249,38.90394771,-77.03606283
3445,PM2938280,0100_0103,American Society of Hematology Building,2013,In Compliance,2021 L ST NW,ASH 2021 L LLC,2.0,WASHINGTON,DC,20036.0,1969,Office,Office,77376.0,81032.0,89,47.9,48.0,138.8,138.7,458.4,5.7,762.0,1005249.7309999999,4520.527,38.90407166,-77.04564626
3448,PM2774635,0214_0105,1125 15th Street,2013,In Compliance,1125 15TH ST NW,1125 15TH STREET LLC,2.0,WASHINGTON,DC,20005.0,1970,Office,Office,364500.0,285264.0,92,45.1,45.1,141.5,141.5,1627.9,5.7,3417.7,3767589.518,,38.90450525,-77.03400251
3449,PM3989931,0185_0823,City Building - 1612 K Street,2013,In Compliance,1612 K ST NW,LEAF LLC,2.0,WASHINGTON,DC,20006.0,1958,Office,Office,83495.0,79495.0,91,49.6,49.6,141.5,141.2,459.5,5.8,931149.6,996858.8178,5434.348000000001,38.90216105,-77.03752612
3450,PM1583321,0625_0061,Republic Square - 25 Mass Ave,2013,In Compliance,0025 MASSACHUSETTS AV,25 MASSACHUSETTS AVE PROPERTY LLC,6.0,WASHINGTON,DC,20001.0,2006,Office,Office,551388.0,402012.0,89,45.5,45.5,143.0,143.0,2317.8,5.8,3781.4,5364320.831,,38.89847553,-77.01039395
3453,PM1034332,0197_0854,American Chemical Society - 1550 Building,2013,In Compliance,1550 M ST NW,AMERICAN CHEMICAL SOCIETY,2.0,WASHINGTON,DC,20005.0,1988,Office,Office,96839.0,85277.0,90,46.7,46.8,146.5,147.0,503.9,5.9,1246.0,1166152.584,,38.90534169,-77.03573213
3454,PM2236387,0105_0844,CTTWB,2013,In Compliance,1815-1821 PENNSYLVANIA AV,CTTWB ASSOCIATES LP,2.0,WASHINGTON,DC,20006.0,2006,Office,Office,311730.0,354331.0,90,46.8,46.8,146.9,146.9,2098.9,5.9,3646.0,4857507.967,,38.90047639,-77.04245474
3456,PM1583325,0267_0042,PORTALS III-1201 Maryland Avenue,2013,In Compliance,1201 MARYLAND AV,PARCEL 47D LLC,6.0,WASHINGTON,DC,20024.0,2006,Office,Office,806904.0,523468.0,91,47.1,47.1,147.8,147.8,7460.7,14.3,4983.1,7223293.201,,38.88465720000001,-77.02941907
3459,PM3510450,0494_0859,501 School,2013,In Compliance,0501 SCHOOL ST SW,501 SCHOOL ASSOCIATES LIMITED PARTNERSHIP,6.0,WASHINGTON,DC,20024.0,1988,Office,Office,119720.0,81727.0,82,47.2,47.2,148.2,148.2,488.5,6.0,467.3,1130597.723,,38.88412173,-77.01915174
3460,PM1061926,0162_0092,*02217 - 1100 17th Street NW,2013,In Compliance,1100 17TH ST NW,LIBERTY 1100 17TH STREET LP,2.0,WASHINGTON,DC,20036.0,1962,Office,Office,157120.0,151404.0,89,48.1,48.1,150.4,150.4,1004.6,6.6,3347.6,2122181.981,354.754,38.90404274,-77.03880735
3462,PM3500589,1579_0010,The Jenifer Building,2013,In Compliance,4400 JENIFER ST NW,JENIFER STREET LIMITED PARTNERSHIP,3.0,WASHINGTON,DC,20015.0,1972,Office,Office,136710.0,82525.0,94,66.6,66.8,150.5,150.8,525.8,6.4,1418.1,932878.4036,23116.351000000002,38.95859268,-77.08654122
3463,PM1356732,0247_0092,1101 14th street,2013,In Compliance,1101 14TH ST NW,AZURE 14TH STREET CORPORATION,2.0,WASHINGTON,DC,20005.0,1981,Office,Office,155374.0,119963.0,84,52.1,52.1,152.0,152.0,742.4,6.2,3304.2,1637144.0269999998,6592.6269999999995,38.90403382,-77.03153947
3465,PM2223689,0222_0814,1445 New York,2013,In Compliance,1445 NEW YORK AV NW,PONTE GADEA OF WASHINGTON LLC,2.0,WASHINGTON,DC,20005.0,1897,Office,Office,177179.0,205656.0,91,48.5,48.5,152.3,152.3,1335.3,6.5,3060.9,2923422.0,,38.89935655,-77.03306809
3468,PM3956966,1025_0812,Maritime Plaza-2,2013,In Compliance,1220 12TH ST,WASHINGTON GAS LIGHT CO,6.0,WASHINGTON,DC,20003.0,2002,Office,Office,145117.0,160285.0,89,57.7,58.0,153.9,154.1,1017.3,6.3,1495.2,2095895.261,21046.29,38.87499699,-76.98937203
3469,PM2946167,0181_0850,Benjamin T. Rome,2013,In Compliance,1619 MASSACHUSETTS AV,JOHNS HOPKINS UNIVERSITY,2.0,WASHINGTON,DC,20036.0,1961,Office,Office,101369.0,64843.0,84,68.1,68.8,155.4,156.2,425.9,6.6,800.4,763199.9072,18110.002,38.90804293,-77.0375658
3471,PM1159361,0107_0075,Blenheim DC I LLC,2013,In Compliance,1801 K ST,BLENHEIM DC LLC,2.0,WASHINGTON,DC,20036.0,1970,Office,Office,818524.0,612504.0,82,49.7,49.7,156.0,156.0,3852.7,6.3,7181.3,8916526.641,,38.90317527,-77.0421924
3472,PM3197385,0221_0037,740 15th Street NW,2013,In Compliance,750 15TH ST,JBC FUNDS 740 LLC,2.0,WASHINGTON,DC,20005.0,1907,Office,Office,207654.0,199844.0,74,49.9,49.9,156.7,156.7,1263.2,6.3,2138.7,2923391.145,,38.89986753,-77.03408856
3473,PM3506659,1299_1006,Georgetown Plaza (DDOE),2013,In Compliance,2233 WISCONSIN AV NW,FRANK H HENNEBURG,3.0,WASHINGTON,DC,20007.0,1964,Office,Office,219496.0,147314.0,85,57.2,56.9,156.8,156.3,948.8,6.4,1883.9,1999631.879,15972.2,38.91999719,-77.07057040000001
3474,PM1425442,0252_0083,700 13th Street,2013,In Compliance,0700 13TH ST NW,BCSP 700 THIRTEENTH STREET PROPERTY LLC,2.0,WASHINGTON,DC,20005.0,1988,Office,Office,360016.0,252713.0,84,50.0,50.0,156.9,156.9,1598.8,6.3,3198.7,3700158.401,,38.8987419,-77.03004089
3475,PM1406610,0168_0823,1750 Pennsylvania Ave,2013,In Compliance,1750 PENNSYLVANIA AV NW,CESC 1750 PENNSYLVANIA LLC,2.0,WASHINGTON,DC,20006.0,1963,Office,Office,440029.0,349745.0,85,67.7,68.3,157.0,157.6,2314.3,6.6,4853.3,4210760.625,93256.484,38.89877617,-77.04087725
3477,PM1390727,0186_0810,Chanin Building - 815 Connecticut,2013,In Compliance,0815 CONNECTICUT AV NW,"ALECTA PENSIONS FORSAKRING, OMSESIDIGT",2.0,WASHINGTON,DC,20006.0,1964,Office,Office,269617.0,190421.0,82,56.7,56.9,157.3,157.5,1228.2,6.4,9892.6,2610222.778,18924.538,38.900962400000004,-77.03795277
3478,PM1407276,0290_0044,1299 Pennslyvania Ave NW,2013,In Compliance,0501 13TH ST NW,WARNER INVESTMENTS LP,2.0,WASHINGTON,DC,20221.0,1991,Office,Office,181840.0,772103.0,80,50.1,50.1,157.3,157.3,4898.6,6.3,5875.9,11334678.34,,38.89646985,-77.02882591
3479,PM3630592,0247_0094,National Association for the Education of Young Children,2013,In Compliance,1313 L ST NW,NATIONAL ASSOCIATION FOR THE EDUCATION OF YOUNG CHILDREN,2.0,WASHINGTON,DC,20005.0,1984,Office,Office,118714.0,125000.0,83,50.2,50.2,157.7,157.7,840.2,6.7,1013.5,1839424.2,,38.90408625,-77.03056947
3480,PM1273027,0252_0060,The Colorado Building,2013,In Compliance,1341 G ST NW,BEHRINGER HARVARD COLORADO BUILDING H LLC,2.0,WASHINGTON,DC,20005.0,1903,Office,Office,187780.0,146740.0,79,50.3,50.3,157.8,157.8,934.1,6.4,2849.6,2161888.0719999997,,38.89860627,-77.03154384
3481,PM1486998,0284_0042,1220 L Street,2013,In Compliance,1220 L ST NW,13TH AND L ASSOCIATES,2.0,WASHINGTON,DC,20005.0,1982,Office,Office,369164.0,319154.0,86,50.5,50.5,158.5,158.5,2040.0,6.4,4406.8,4721321.495,,38.90338335,-77.02913987
3483,PM1424750,0626_0079,601 New Jersey Avenue,2013,In Compliance,601 NEW JERSEY AV,601 NEW JERSEY AVE LLC,6.0,WASHINGTON,DC,20001.0,2002,Office,Office,278640.0,275102.0,93,50.8,50.8,159.6,159.6,1771.0,6.4,4104.4,4098636.518,,38.89782974,-77.01158997
3484,PM1071004,0218_0079,1400 K Street,2013,In Compliance,1400 K ST NW,TRIZECHAHN LLC - 1400 K STREET NW,2.0,WASHINGTON,DC,20005.0,1982,Office,Office,292090.0,206924.0,89,51.0,51.0,160.1,160.1,1335.9,6.5,2591.8,3091734.061,,38.90213988,-77.03241651
3485,PM1553280,0217_0807,1411 K Street,2013,In Compliance,1411 K ST NW,1411 K PROPERTY LP,2.0,WASHINGTON,DC,20005.0,1959,Office,Office,89172.0,67067.0,78,61.0,60.9,160.5,160.3,444.9,6.6,1141.6,906856.8651,10001.687,38.902913700000006,-77.03255899
3486,PM1257644,0142_0825,Northwestern Building,2013,In Compliance,1800 G ST NW,NORTHWESTERN DEVELOPMENT CO,2.0,WASHINGTON,DC,20006.0,1965,Office,Office,813848.0,727483.0,84,57.4,57.6,161.2,161.4,4799.8,6.6,8621.2,10301032.07,65742.354,38.89802254,-77.04257039
3488,PM1675389,0197_0855,Columbia Center,2013,In Compliance,1152 15TH ST,MR COLUMBIA CENTER INVESTORS LLC,2.0,WASHINGTON,DC,20005.0,2007,Office,Office,425568.0,434382.0,84,51.6,51.6,161.9,161.9,2836.2,6.5,7694.5,6563991.699,,38.90491128,-77.03520904
3489,PM19680,0213_0017,The National Housing Center Corporation,2013,In Compliance,1201 15TH ST,NATIONAL ASSOC OF HOME BUILDERS OF U S,2.0,WASHINGTON,DC,20005.0,1973,Office,Office,125815.0,240863.0,91,60.0,60.2,162.0,162.3,1605.8,6.7,1687.4,3344512.167,30284.686,38.90589493,-77.03368241
3491,PM1412761,0218_0080,McPherson Building,2013,In Compliance,0901 15TH ST NW,MULLEN MANAGEMENT COMPANY INC,2.0,WASHINGTON,DC,20005.0,1988,Office,Office,355204.0,308250.0,91,51.8,51.7,162.5,162.5,2135.5,6.9,3225.9,4675508.2,,38.90160618,-77.03308946
3492,PM6768,0126_0057,1776 K Street NW,2013,In Compliance,1776 K ST NW,RIDDELL PROPERTIES INC,2.0,WASHINGTON,DC,20006.0,1969,Office,Office,256839.0,213067.0,83,59.8,59.8,162.7,162.7,1603.6,7.5,5307.5,2998784.6289999997,,38.90218636,-77.04124112
