Primary_Key,DC_Real_Property_ID,Property_Name,Reporting_Year,Report_Status,Address_of_Record,Owner_of_Record,Ward,City,State,Postal_Code,Year_Built,Primary_Property_Type_Self_Selected,Primary_Property_Type_EPA_Calculated,Tax_Record_Floor_Area,Recorded_Building_Gross_Floor_Area,Energy_Star_Score,Site_EUI_KBTU_Ft,Weather_Normalized_Site_EUI_KBTU_Ft,Source_EUI_KBTU_Ft,Weather_Normalized_Source_EUI_KBTU_Ft,Total_GHG_Emissions_Metric_Tons_CO2e,Total_GHG_Emissions_Intensity_Kg_CO2e_Ft,Water_Use_All_Water_Sources_Kgal,Electricity_Use_Grid_Kwh,Natural_Gas_Use_Therms,Latitude,Longitude
PM1765420,0216_0027,1010 Vermont Avenue SPE LLC,2013,In Compliance,1010 VERMONT AV NW,1010 VERMONT AV SPE LLC,2,WASHINGTON,DC,20005,1926,Office,Office,75579,68988,50,59.4,59.4,186.5,186.5,518.9,7.5,1559.6,1200805.745,NA,38.90310983,-77.03386215
PM1184444,0494_0032,400 Virginia Avenue,2013,In Compliance,0400 VIRGINIA AV SW,400 VIRGINIA AVENUE LLC,6,WASHINGTON,DC,20024,1984,Office,Office,304209,252289,83,59.4,59.4,186.6,186.6,1898.8,7.5,3865.9,4394589.384,NA,38.88420678,-77.01805266
PM1205203,0184_0071,"1667 K Street, NW",2013,In Compliance,1667 K ST NW Unit: 900,JAMNES CAMPBELL COMPANY LLC,2,WASHINGTON,DC,20036,1983,Office,Office,257466,218345,72,62.8,62.8,187.7,187.7,1663.4,7.6,2890.7,3727195.737,9964.471,38.90300057,-77.03812989
PM1030273,0118_0029,1919 Penn Ave,2013,In Compliance,1916 I ST,1919 PENNSYLVANIA ASSOCIATE LLC,2,WASHINGTON,DC,20006,1979,Office,Office,381951,265243,78,66,66.2,187.8,188,1855.3,7,5564.2,4406375,24683.85709,38.90094959,-77.04420248
PM1196655,0220_0066,City Center,2013,In Compliance,1401 H ST NW,TREA 1401 LLC,2,WASHINGTON,DC,20005,1993,Office,Office,480132,360869,80,59.9,59.9,188.1,188.1,2737.7,7.6,4767.1,6335938.503,NA,38.90054146,-77.03253735
PM1238339,0215_0013,1101 Vermont,2013,In Compliance,1101 VERMONT AV NW,1101 VERMONT AVE INVESTORS LLC,2,WASHINGTON,DC,20005,1981,Office,Office,208294,186367,78,67.7,68,188.1,188.4,1437.4,7.7,3138.5,3059194.997,21777.032,38.9040066,-77.03246122
PM3762120,0762_0841,144-Capitol Hill Hotel,2013,In Compliance,0200 - 0220 C ST SE,HHLP CAPITOL HILL ASSOCIATES LLC,6,WASHINGTON,DC,20003,1959,Hotel,Hotel,88653,93010,28,82.2,82.2,188.2,188.2,739.5,8,6132,1329293.772,31115.001,38.88628187,-77.00285663
PM1583318,0299_0832,Portals I - 1250/1280 Maryland Ave,2013,In Compliance,1250 MARYLAND AV SW,PARCEL 49B LIMITED PARTNERSHIP,6,WASHINGTON,DC,20024,1991,Office,Office,800000,583876,84,60,60,188.4,188.4,10498.9,18,16069.9,10266223.6,NA,38.88367994,-77.0290614
PM1997814,0115_0084,1300 19th St NW,2013,In Compliance,1300 - 1909 19TH ST NW,N19 ASSOCIATES LLC,2,WASHINGTON,DC,20036,1978,Office,Office,132359,133338,82,60.1,60.1,188.7,188.7,1014.7,7.6,1538.9,2348487.141,NA,38.90746512,-77.04402588
PM1492661,0247_0096,The CoStar Group Building,2013,In Compliance,1331 L ST,MANGER 8-10-34 TRUST PARTNERS LLC,2,WASHINGTON,DC,20005,2008,Office,Office,178646,198452,92,60.1,60.1,188.8,188.8,4742.3,23.9,3008.3,3497919.123,NA,38.90408613,-77.03101736
PM1326900,0376_0828,0975 F Street NW (Carroll Square),2013,In Compliance,977 F ST,ST PATRICK'S CHURCH,2,WASHINGTON,DC,20004,2006,Office,Office,179929,185273,74,60.2,60.2,188.9,188.9,1411.9,7.6,3979.2,3267525.16,NA,38.89765657,-77.02541141
PM3568865,0016_0884,The River Inn,2013,In Compliance,0924 25TH ST NW,ALAMAC INC,2,WASHINGTON,DC,20037,1957,Other,Hotel,85052,76179,60,100.1,100.9,188.9,189.7,651.7,8.6,5296.8,894740.3,45764.31674,38.90141832,-77.05371974
PM1396892,0184_0804,1625 K,2013,In Compliance,1625 K ST NW,SRI SEVEN K ST LLC,2,WASHINGTON,DC,20006,1941,Office,Office,121311,109300,75,60.2,60.2,189,189,833.3,7.6,1083.9,1928600.762,NA,38.9029213,-77.03735416
PM2511662,0455_0839,0700 Sixth Street NW (USAA),2013,In Compliance,0700 6TH ST,BERGMANNS INC,2,WASHINGTON,DC,20001,2009,Office,Office,299216,300710,81,60.4,60.4,189.7,189.7,2300.7,7.7,5652.2,5324523.21,NA,38.89897868,-77.02026707
PM2790969,0127_0050,1722 Eye Street,2013,In Compliance,1722 - 1726 I ST NW,1722 EYE STREET ASSOCIATES,2,WASHINGTON,DC,20006,1981,Office,Office,167233,180564,68,60.4,60.4,189.7,189.7,1381.3,7.6,2405.6,3196884.136,NA,38.90100339,-77.04085768
PM3989751,0253_0807,International Office Building - 1319 F Street,2013,In Compliance,1319 - 1321 F ST NW,OLIVE LIMITED PARTNSHIP,2,WASHINGTON,DC,20004,1912,Office,Office,64850,63238,77,73.3,73.3,189.8,189.8,497.1,7.9,1745806.1,1000774.38,12184,38.89764326,-77.03059701
PM1597342,0126_0058,1750 K Street NW,2013,In Compliance,1750 K ST NW,1750 K STREET LLC,2,WASHINGTON,DC,20006,1970,Office,Office,214618,180086,78,60.7,60.7,190.4,190.4,1383.2,7.7,2525.4,3201161.627,NA,38.90212131,-77.04077592
PM3999702,0693_0086,Democratic Properties Corporation,2013,In Compliance,0430 SOUTH CAPITOL ST SE,DEMOCRATIC PROPERTIES CORPORATION,6,WASHINGTON,DC,20003,1984,Office,Office,77770,94163,76,60.7,60.5,190.5,189.9,723.3,7.7,1284.5,1673981.039,NA,38.88412405,-77.00853573
PM1273006,0252_0079,1325 G Street,2013,In Compliance,1325 G ST NW,BEHRINGER HARVARD 1325 G STREET LLC,2,WASHINGTON,DC,20005,1969,Office,Office,448066,333484,86,71,71.2,190.9,191.1,2719.9,8.2,2709.4,5465596.58,6543.964,38.89874165,-77.0309817
PM2222721,0459_0820,"Saul Subsidiary II Limited Partnership 601 Pennsylvania Ave,
NWWashington, DC",2013,In Compliance,0601 PENNSYLVANIA AV NW,SAUL SUBSIDIARY II LTD,2,WASHINGTON,DC,20004,1984,Office,Office,50165,250503,79,60.8,60.8,191,191,1929.8,7.7,5590.9,4466240.635,NA,38.89338834,-77.02052251
PM2590124,0085_0844,1999 K Street NW,2013,In Compliance,1999 K ST,DEKA USA K STREET LP,2,WASHINGTON,DC,20036,2009,Office,Office,250345,282244,76,60.9,60.9,191,191,2175.4,7.7,6945.2,5027858.621,NA,38.90305638,-77.04454585
PM1544020,0406_0026,505 9th Street,2013,In Compliance,505 9TH ST,KEG ASSOCIATES I LLC,2,WASHINGTON,DC,20004,2007,Office,Office,302601,368831,81,61.5,61.5,191.7,191.8,2855.1,7.7,14109.7,6578392.078,2075.963,38.89648437,-77.02346618
PM4066862,5147_0081,Glendale Plaza Apartments,2013,In Compliance,4651 NANNIE HELEN BURROUGHS AV,CIH GLENDALE PLAZA LP,7,WASHINGTON,DC,20019,1970,Multifamily Housing,Multifamily Housing,77767,77767,2,104.8,105.4,191.9,191.9,678.9,8.7,5042.4,892736.8,51050.92873,38.89857624,-76.93447441
PM1252352,0408_0837,Market Square,2013,In Compliance,0701 PENNSYLVANIA AV NW,WELLS REIT II MARKET SQUARE EAST & WEST LLC,2,WASHINGTON,DC,20004,1990,Office,Office,566133,736052,79,61.4,61.3,192.6,192.6,5718.7,7.8,16449.6,13235088.98,NA,38.89439253,-77.02242928
PM4361808,0115_0081,The Sunderland,2013,In Compliance,1320 19TH ST NW,THE SUNDERLAND BUILDING LP,2,WASHINGTON,DC,20036,1969,Office,Office,59660,55193,64,94.3,94.8,193.9,194.3,478.7,8.7,1641.2,733759.9,27029.97164,38.90810066,-77.04379386
PM1253867,0386_0001,901 D,2013,In Compliance,0901 D ST SW,CIM URBAN REIT PROPERTIES V LLC,6,WASHINGTON,DC,20260,1987,Office,Office,535744,422227,83,67,67,194.3,194.3,3342.6,7.9,5857.8,7337280.263,32464.7,38.88520489,-77.02490538
PM1389067,0254_0839,National Place,2013,In Compliance,1331  NW,NATIONAL PLACE LAND COMPANY LLC,2,WASHINGTON,DC,20004,1983,Office,Office,1544020,594315,81,62.2,62.1,195.2,195.1,4678,7.9,8405.3,10826547.92,NA,38.89694602,-77.03028495
PM3353545,0387_0866,L Enfant Plaza - NORTH,2013,In Compliance,0400 10TH ST SW,POTOMAC CREEK ASSOCIATES LP,6,WASHINGTON,DC,20024,1968,Office,Office,276288,382503,75,76.2,76.6,196.3,196.8,3112.4,8.1,6985.7,6240164.159,78404.3,38.88453551,-77.02497561
PM1600732,0070_0195,1200 New Hampshire,2013,Incomplete Report,1200 NEW HAMPSHIRE AV NW,N H STREET PARTNERS HOLDINGS LLC,2,WASHINGTON,DC,20037,1980,Office,Office,284658,386378,66,62.6,62.6,196.6,196.6,3063.1,7.9,9962.5,7088992.573,NA,38.90571072,-77.04767874
PM1070151,0285_0049,1200 K Street,2013,In Compliance,1200 K ST NW,1200 K ST I CO LLC,2,WASHINGTON,DC,20005,1991,Office,Office,509857,426686,92,63.2,63.2,196.9,196.9,3392.6,8,5342.3,7812339.437,3194.799,38.90212278,-77.02864669
PM1327939,0168_0050,1700 Pennsylvania Avenue NW (Mills),2013,In Compliance,1700 PENNSYLVANIA AV NW,THE MILLS BUILDING ASSOCIATES LLC,2,WASHINGTON,DC,20006,1965,Office,Office,244556,176716,71,82.1,82.7,197.2,197.8,1460.4,8.3,3689.6,2750946.969,51204.601,38.89861583,-77.03995725
PM3472542,0574_0024,122 C Street,2013,In Compliance,0122 C ST NW,ZG 122 C STREET LLC,6,WASHINGTON,DC,20001,1968,Office,Office,128076,117932,58,87,87.8,197.2,198,983.9,8.3,1359.3,1750702.102,42853.379,38.89331708,-77.01302093
PM2497113,0537_0813,Patriots Plaza III - 2262,2013,In Compliance,355 E ST,RIGGS BANK N.A. TRUSTEE,6,WASHINGTON,DC,20024,2003,Office,Office,572413,379613,80,62.9,62.9,197.4,197.4,3022.8,8,3797.8,6995789.038,NA,38.88373186,-77.01644647
PM2499753,0090_0033,"2000 Florida Avenue, NW",2013,In Compliance,2000 FLORIDA AV NW,AMERICAN GEOPHYSICAL UNION,2,WASHINGTON,DC,20009,1994,Office,Office,88150,71380,77,73.2,73.7,197.6,198.4,580.7,8.1,1019.4,1209238.305,10958.548,38.91461872,-77.04529518
PM1404504,0712_0111,One NoMa Station,2013,In Compliance,0131 M ST,UNION STATION ASSOCIATES LTD,6,WASHINGTON,DC,20002,1938,Office,Office,442412,436178,81,64,64.1,198,198,3489.4,8,2998.3,7995676.695,6513.055,38.90515891,-77.00470202
PM2704668,0377_0040,The Pew Charitable Trusts,2013,In Compliance,0901 E ST NW,THE PEW CHARITABLE TRUSTS,2,WASHINGTON,DC,20004,1989,Office,Office,345477,262019,77,63.1,63.1,198.2,198.2,2094.9,8,4509.2,4848449.498,NA,38.89658046,-77.02436437
PM25204,0116_0073,1919 M Street,2013,In Compliance,1919 M ST NW,1919 M STREET ASSOCIATES,2,WASHINGTON,DC,20036,1967,Office,Office,297005,269071,68,63.3,63.3,198.6,198.6,2155.3,8,3846.8,4985777.412,NA,38.90610663,-77.04446136
PM1327025,0024_0112,WWF,2013,In Compliance,1250 24TH ST NW,WORLD WILDLIFE FUND INC,2,WASHINGTON,DC,20037,1986,Office,Office,311428,251707,87,63.3,63.3,198.7,198.7,2017.1,8,3276.4,4668303.067,NA,38.90649778,-77.05192919
PM1750762,0140_0913,"1145 19TH, WASHINGTON, DC,  Site #535047",2013,In Compliance,1145 19TH ST NW,SNH MEDICAL OFFICE PROPERTIES TRUST,2,WASHINGTON,DC,20036,1955,Medical Office,Medical Office,173812,152027,66,70.8,70.7,199,198.8,1303.8,8.6,7437.6,2656211.8,17055.47195,38.90505441,-77.04289334
PM1191010,0166_0032,1701 Pennsylvania Ave.,2013,In Compliance,1701 PENNSYLVANIA AV NW,ATLANTIC FREEHOLDS,2,WASHINGTON,DC,20006,1962,Office,Office,263216,212947,79,72.6,73,199.1,199.5,1741.7,8.2,5471.9,3668769.454,29487.799,38.89937434,-77.03992037
PM1188996,0285_0047,1225 Eye Street,2013,In Compliance,1225 I ST NW,1225 I STREET NW LP,2,WASHINGTON,DC,20005,1985,Office,Office,174416,247426,76,63.7,63.7,199.9,199.9,1994.7,8.1,3863.7,4616396.361,NA,38.90164878,-77.02915741
PM1327534,0103_0042,Potomac House,2013,In Compliance,2021 F ST,GEORGE WASHINGTON UNIVERSITY,2,WASHINGTON,DC,20052,2005,Residence Hall-Dormitory,Residence Hall-Dormitory,129014,100127,42,92.4,92.6,200.1,200.3,854.2,8.5,7173.1,1447141.647,43134.149,38.89769265,-77.04574336
PM3220077,0168_0051,1730 Pennsylvania Ave NW,2013,In Compliance,1730 PENNSYLVANIA AV NW,1730 PENN AVE LP,2,WASHINGTON,DC,20006,1972,Office,Office,177924,319376,78,63.8,63.8,200.3,200.3,2727.2,8.5,6115.1,5970972.1,NA,38.8986998,-77.04043864
PM4006008,0015_0048,Avenue suites,2013,In Compliance,2500 PENNSYLVANIA AV NW,FLORENZ R OURISMAN HOSPITALITY PARTNERS,2,WASHINGTON,DC,20037,1978,Hotel,Hotel,94951,108766,42,95.2,95.4,200.5,200.7,972.7,8.9,5980.2,1534241.5,51190.65926,38.90342355,-77.05373438
PM1435477,0372_0034,901 New York Avenue,2013,In Compliance,0901 NEW  YORK  AV NW,BP/CRF 901 NEW YORK AVENUE LLC,2,WASHINGTON,DC,20001,2004,Office,Office,558645,604549,82,64.4,64.2,200.7,200,4898.5,8.1,17424.6,11285212.78,3912.451,38.90214461,-77.02513001
PM1423627,0184_0069,1629 K St NW,2013,In Compliance,1629 K ST NW,DAVIS BUILDING LLC,2,WASHINGTON,DC,20006,1963,Office,Office,127650,105891,66,85.6,86.2,201.2,201.8,896.1,8.5,1779.3,1652770.491,34289.646,38.90288263,-77.03789659
PM2411223,0196_0834,1501 M ST,2013,In Compliance,1501 M ST,I&G DC REIT INC,2,WASHINGTON,DC,20005,1991,Office,Office,269837,195421,68,64.1,64.1,201.3,201.3,1586.7,8.1,4138.2,3672100.11,NA,38.90592477,-77.03498137
PM3281658,0186_0041,US Chamber of Commerce,2013,In Compliance,1615 H ST NW,CHAMBER OF COMMERCE OF THE USA,2,WASHINGTON,DC,20062,1924,Office,Office,200892,185000,76,64.2,64.2,201.7,201.7,1590.6,8.6,2914,3482330.8,NA,38.9005854,-77.03758509
PM2436754,0086_0042,1990 K Street,2013,In Compliance,1990 K ST NW,CONSORTIUM TWO 1990 K ST LLC,2,WASHINGTON,DC,20006,1978,Office,Office,297949,269000,75,64.5,64.5,202.4,202.4,2195.8,8.2,5908.9,5080301.375,0,38.90188737,-77.04450194
PM3507253,0199_0831,1575 Eye Street (DDOE),2013,In Compliance,1575 I ST NW,1575 EYE STREET ASSOCIATES,2,WASHINGTON,DC,20005,1979,Office,Office,288798,209252,83,64.5,64.5,202.4,202.4,1708.2,8.2,3958.7,3953425.486,NA,38.90165685,-77.03546268
PM1349227,0181_0873,Resources for the Future Inc./Resources and Conservation Center LLC,2013,In Compliance,1400 16TH ST,C M LAND LLC,2,WASHINGTON,DC,20036,1959,Office,Office,278656,273886,82,64.5,64.5,202.5,202.4,5292.8,19.3,5508.9,5175545.7,NA,38.90900683,-77.03716154
PM1257638,0217_0050,1425K,2013,In Compliance,1425 K ST NW,BGW LP,2,WASHINGTON,DC,20005,1969,Office,Office,231470,253863,72,65,65,202.7,202.7,2077.2,8.2,3774.8,4785148.891,1811.811,38.90291356,-77.03306602
PM1257635,0316_0032,1100L,2013,In Compliance,1020 11TH ST NW,12TH & L STREET LTD,2,WASHINGTON,DC,20005,1969,Office,Office,474371,342594,79,76.1,76,203.7,203.5,2967.1,8.7,5800.9,5967048.131,NA,38.90347855,-77.02757766
PM1397164,0218_0077,Franklin Tower,2013,In Compliance,1401 I ST,SRI EIGHT FRANKLIN TOWER LLC,2,WASHINGTON,DC,20005,1968,Office,Office,315944,219630,80,64.9,64.9,203.9,203.9,1806,8.2,2924.8,4179775.107,NA,38.90166403,-77.03241454
PM1470509,0140_0090,1111 19th St NW,2013,In Compliance,1111 19TH ST NW,COLUMBIA DC 1111 19TH ST OFFICE PROPERTIES LLC,2,WASHINGTON,DC,20036,1979,Office,Office,270061,294701,77,65,65,204.1,204,2564.6,8.7,4102.7,5614889.7,NA,38.90440284,-77.04291481
PM1419667,0286_0041,1250 Eye Street,2013,In Compliance,1250 I ST,IPERS EYE ST NW DC INC,2,WASHINGTON,DC,20005,1982,Office,Office,239325,182020,71,65.2,65.2,204.6,204.6,1502.2,8.3,2253.6,3476640.316,NA,38.90103598,-77.0291797
PM2266003,0080_0056,South Hall,2013,In Compliance,2135 F ST,GEORGE WASHINGTON UNIVERSITY,2,WASHINGTON,DC,20037,2009,Residence Hall-Dormitory,Residence Hall-Dormitory,184320,214829,37,95.2,95.6,206.2,206.7,1888.7,8.8,9630.4,3201966.17,95184.176,38.89767087,-77.0481232
PM1774495,0182_0828,Sumner Square,2013,In Compliance,1615 M ST,17M ASSOCIATES & DISTRICT OF COLUMBIA,2,WASHINGTON,DC,20036,1985,Office,Office,232555,228520,85,65.9,65.9,206.7,206.7,1905.6,8.3,5169.4,4406422.618,NA,38.90597023,-77.03773975
PM1436134,0495_0107,"500 E Street, SW",2013,In Compliance,0500 E ST SW,SCHOOL STREET ASSOCIATES,6,WASHINGTON,DC,20024,1987,Office,Office,477381,280118,86,66,66,207.1,207.1,2339.9,8.4,10746.5,5415244.945,NA,38.88296652,-77.01897596
PM2937321,0186_0039,1600 I Street Corporation,2013,In Compliance,1600 I ST NW,1600 I STREET CORPORATION,2,WASHINGTON,DC,20006,1969,Office,Office,197042,138872,79,88.7,88.4,207.4,207.1,1212.1,8.7,2734.2,2225516.054,47195.654,38.90096889,-77.03706787
PM1427938,0214_0859,Thomas Circle CF LLC,2013,In Compliance,0001 THOMAS CIR NW,THOMAS CIRCLE C F LLC,2,WASHINGTON,DC,20005,1981,Office,Office,339406,238444,79,66.3,66.3,208,208,2000.7,8.4,3349.3,4630216.494,NA,38.90533989,-77.03275463
PM1418333,0455_0842,Gallery Place - Office,2013,In Compliance,0616 H ST,GALLERY PLACE LAND TRUST,2,WASHINGTON,DC,20001,2005,Office,Office,103908,297002,77,66.6,66.6,209.2,209.2,2505.4,8.4,8531,5798415.414,NA,38.89916971,-77.02112349
PM1069660,0182_0078,1640 Rhode Island Avenue NW (HRC),2013,In Compliance,1640 RHODE ISLAND AV NW,HUMAN RIGHTS CAMPAIGN FOUNDATION,2,WASHINGTON,DC,20036,1957,Office,Office,54633,67928,73,67.5,67.4,209.4,209.1,574.6,8.5,1148.3,1319507.753,856.684,38.90629395,-77.03812428
PM1436116,0138_0803,"1330 Connecticut Ave., NW",2013,In Compliance,1330 CONNECTICUT AV NW,BP 1330 CONNECTICUT AVENUE LLC,2,WASHINGTON,DC,20036,1984,Office,Office,255095,335991,82,66.8,66.8,209.5,209.5,3104.8,9.2,8976.7,6566858.492,NA,38.90792317,-77.04290722
PM3504183,0037_0853,2300-2330 M ST,2013,In Compliance,2300 - 2330 M ST NW,MEDICAL FACULTY ASSOCIATES INC,2,WASHINGTON,DC,20037,1983,Office,Office,120872,161222,65,66.8,66.8,209.8,209.7,1364,8.5,2399.1,3156667.494,NA,38.9050086,-77.05055608
PM2285518,0115_0085,1333 New Hampshire Ave.,2013,In Compliance,1333 NEW HAMPSHIRE AV NW,BP 1333 NEW HAMPSHIRE AVE LLC,2,WASHINGTON,DC,20036,1978,Office,Office,357983,325215,79,66.9,66.9,210.1,210.1,2755.6,8.5,9291.8,6377518.685,NA,38.90843974,-77.04408364
PM2364583,0139_0074,1818 N St,2013,In Compliance,1818 N ST NW,LENKIN-N LP,2,WASHINGTON,DC,20036,1983,Office,Office,101988,108209,76,66.9,66.9,210.1,210.1,917.1,8.5,1279.4,2122406.835,NA,38.90697246,-77.04293805
PM3760910,3664_0823,The Heights I,2013,In Compliance,0400 - 0490 TAYLOR ST NE,HEIGHTS LP,5,WASHINGTON,DC,20017,1982,Multifamily Housing,Multifamily Housing,154532,154532,1,134.1,135.4,210.1,211.5,1514.7,9.8,10133.6,1501498.7,156060.0024,38.94179026,-77.00191806
PM2495052,0673_0847,NOMA,2013,In Compliance,1100 1ST ST,1100 FIRST NE LLC,6,WASHINGTON,DC,20002,2009,Office,Office,360000,362083,75,68.4,68.4,210.4,210.4,7308.5,20.2,5361.7,7037257.966,7517.724,38.90403831,-77.00656996
PM2609487,0675_0846,FERC,2013,In Compliance,0888 1ST ST NE,ROSCHE/888 FIRST STREET NE LLC,6,WASHINGTON,DC,20002,1995,Office,Office,98980,558620,80,74,74.1,210.7,210.9,4814.2,8.6,8323.5,10413859.2,56007.687,38.90154581,-77.00704066
PM4378929,5357_0012,KIPP DC - Benning Campus,2013,In Compliance,4801 BENNING RD,KIPP DC,7,WASHINGTON,DC,20019,2008,K-12 School,K-12 School,84681,84681,3,73.6,73.8,211,211.4,768.6,9.1,1092,1588572.5,8105.062272,38.88255544,-76.93430502
PM1423516,2535_0831,1825 Connecticut Avenue,2013,In Compliance,1825 CONNECTICUT AV NW,UNIVERSAL BUILDING INC,1,WASHINGTON,DC,20009,1959,Office,Office,421800,319977,67,97.3,98.1,211.1,212,2879.9,9,6989.3,4890233.813,144315.21,38.91517293,-77.04563212
PM3426697,2138_0812,Omni Shoreham Hotel,2013,In Compliance,2500 CALVERT ST NW,OMNI SHOREHAM CORPORATION,3,WASHINGTON,DC,20008,1931,Hotel,Hotel,791548,953000,41,95,95.2,211.6,211.9,8560.6,9,52793.8,14942998.86,394666.024,38.92233962,-77.05370758
PM3353541,0671_0030,1300 First St NE,2013,In Compliance,1300 1ST ST NE,MS 1300 FIRST ST LLC,6,WASHINGTON,DC,20002,1925,Office,Office,59178,54874,75,68.9,68.9,212.2,212.2,470.8,8.6,525,1076367.864,1072,38.90752564,-77.00639675
PM1380075,0076_0088,"2033 K Street, NW",2013,In Compliance,2033 - 2041 K ST NW,2033 K STEET LP,2,WASHINGTON,DC,20036,1975,Office,Office,128767,134457,79,68.2,68.2,214.2,214.2,1161.4,8.6,3409.6,2687914.093,NA,38.90306598,-77.04627734
PM1347061,0387_0868,950 L'Enfant,2013,In Compliance,0450 10TH ST SW,L'ENFANT COLONY LLC,6,WASHINGTON,DC,20024,1967,Office,Office,276288,314276,75,87.2,87.9,214.3,215,2811.9,8.9,4183,5407283.604,89596.7,38.88315897,-77.02497513
PM1389055,0254_0835,"1301 Pennsylvania Ave., NW",2013,In Compliance,1301 E ST NW,1301 ASSOCIATES,2,WASHINGTON,DC,20004,1981,Office,Office,351975,231902,82,68.4,68.4,214.5,214.5,2006.6,8.7,4105.3,4641007.32,253.461,38.89659004,-77.03002412
PM3981395,1467_0882,"4910 Mass. Ave., NW",2013,In Compliance,4910 MASSACHUSETTS AV NW,WC AND AN MILLER DEVELOPMENT COMPANY,3,WASHINGTON,DC,20016,1986,Office,Office,84264,84264,52,81.3,81.6,215.3,215.6,749,8.9,1687.6,1535198.905,16153.06,38.94557769,-77.09781138
PM1032878,0057_0055,Townhouse Row,2013,In Compliance,607 23RD ST,GEORGE WASHINGTON UNIVERSITY,2,WASHINGTON,DC,20052,2003,Residence Hall-Dormitory,Residence Hall-Dormitory,71224,69267,33,89.2,89.3,215.7,215.8,625.6,9,3269.3,1185832.71,21328.825,38.89785666,-77.0498295
PM5829,0183_0857,1101 17th Street,2013,In Compliance,1101 17TH ST,1101 17TH STREET ASSOCIATES LTD,2,WASHINGTON,DC,20036,1964,Office,Office,330550,223218,72,92.5,93.1,215.8,216.4,2027.9,9.1,8169.3,3713782.432,79748.809,38.90411467,-77.03809349
PM1331248,0117_0078,"1120 19th Street, NW",2013,In Compliance,1120 19TH ST NW,PRUDENCE LLC,2,WASHINGTON,DC,20036,1975,Office,Office,110550,120751,63,69,69,216.6,216.6,1054.8,8.7,4078.5,2441199.205,NA,38.90454581,-77.04389235
PM2497109,0537_0812,Patriots Plaza II - 2261,2013,In Compliance,375 E ST,RIGGS BANK N.A. TRUSTEE,6,WASHINGTON,DC,20024,2003,Office,Office,484047,406105,81,69.1,69.1,216.9,216.9,3552.6,8.7,4962.1,8222063.742,NA,38.88407355,-77.01706372
PM1215025,0254_0838,33769-J.w. on Pennsylvania AVE,2013,In Compliance,1331 PENNSYLVANIA AV,JWDC LP,2,WASHINGTON,DC,20004,1984,Hotel,Hotel,602234,695364,60,87.5,87.6,217.8,217.9,6312.8,9.1,36890,12280197.69,189682.004,38.8965794,-77.03124764
PM1056237,0138_0804,1300 Connecticut Avenue NW,2013,In Compliance,1300 CONNECTICUT AV NW,TRT 1300 CONNECTICUT AVE OWNER LLC,2,WASHINGTON,DC,20036,1956,Office,Office,147560,138711,62,69.5,69.5,218.1,218.1,1220.3,8.8,3295.6,2824319.498,NA,38.90753531,-77.04267347
PM4378314,4286_0020,Green Valley Apartments,2013,In Compliance,2412 FRANKLIN ST NE,TRUSTEES OF SECOND NEW SAINT PAUL'S BAPTIST CHURCH,5,WASHINGTON,DC,20018,1972,Multifamily Housing,Multifamily Housing,60516,60516,3,146.8,148.1,219,220.4,623.6,10.3,2405.9,550525.2,70060.13839,38.92620983,-76.9713843
PM4371872,1829_0055,Devonshire Court South,2013,In Compliance,4105 WISCONSIN AV NW,4105 WISCONSIN LLC,3,WASHINGTON,DC,20016,1928,Multifamily Housing,Multifamily Housing,55896,55896,1,124.1,124.1,219.1,219.1,598.2,10.7,1921.2,705291.9,28433.10024,38.94254817,-77.07627392
PM1433767,0247_0101,1121 Fourteenth Street NW (Neuroscience),2013,In Compliance,1121 14TH ST,SOCIETY OF NEUROSCIENCE,2,WASHINGTON,DC,20005,2006,Office,Office,112762,88165,72,69.9,69.9,219.3,219.3,779.9,8.8,1562.7,1804945.208,NA,38.90450017,-77.03159101
PM3993869,0165_0029,Club Quarters Washington DC,2013,In Compliance,0839 17TH ST NW,RCQ HOTEL DC LLC,2,WASHINGTON,DC,20006,1926,Hotel,Hotel,59746,59746,59,93.3,93.2,219.9,219.1,577.4,9.7,3409.5,1021317.5,20890.97979,38.9010728,-77.03916964
PM2590105,0542_0827,1101 4th Street SW at Waterfront Station II,2013,In Compliance,1101 4TH ST,USGBF WATERFRONT STATION LLC,6,WASHINGTON,DC,20024,2009,Office,Office,283464,296748,78,70.3,70.3,220.3,220.3,2638.4,8.9,6710.1,6098913.59,NA,38.87762166,-77.0182103
PM2256994,1666_0804,5101 Wisconsin,2013,In Compliance,5101 WISCONSIN AV NW,GARRISON ASSOCIATES LLC,3,WASHINGTON,DC,20016,1976,Office,Office,102632,61993,57,70.2,70.2,220.6,220.6,551.4,8.9,271.1,1276192.078,NA,38.95625581,-77.08295832
PM1267785,0166_0862,750 17th St.,2013,In Compliance,0750 17TH ST,MANUFACTURERS LIFE INSURANCE COMPANY,2,WASHINGTON,DC,20006,1989,Office,Office,187368,136452,75,70.4,70.3,220.9,220.8,1285.1,9.4,2501.2,2813635.1,NA,38.89973218,-77.03987557
PM3048393,0220_0065,Live Oak Realty,2013,In Compliance,1444 I ST NW,LIVE OAK REALTY INC,2,WASHINGTON,DC,20005,1983,Office,Office,81608,72467,51,98.4,98.4,221,220.9,678.6,9.4,1576.3,1195465.476,30542.049,38.90108132,-77.03276425
